author,coin,danmaku,favorite,id,like,rank_num,rank_tab,reply,score,share,tag_name,title,view
极客湾Geekerwan,47788,30094,18009,84709178,51435,9,数码,23064,860883,14755,"数码,抽奖,百万粉丝,极客湾",一百万粉丝大抽奖！2080TI、外星人电脑、锐龙CPU免费送……,506652
红酒汤姆一世,27719,5599,15958,86329737,34224,8,数码,2261,890146,2149,"数码,全能打卡挑战,科技,主机,战斧F1",【科技杂谈71】敖厂长亲手毁灭的“国产之星”？战斧F1主机历史,783884
老师好我叫何同学,2052193,171113,830139,54737593,1786498,7,数码,54022,894511,414394,"数码,科学,5G,华为,OPPO,VLOG,OPPO RENO,日常",【何同学】有多快？5G在日常使用中的真实体验,18281673
ZEALER官方频道,45341,23657,18961,84273239,40444,6,数码,5678,959317,7809,"数码,我的装备清单2.0,测评,科技,ZEALER,手机,王自如,一年一测",王自如测评 iPhone 11 Pro，苹果华为三星谷歌四大旗舰深度解析,743491
科技美学,34013,251553,12541,88693049,66384,5,数码,29489,1018588,35044,"数码,手机评测,雷军,小米,小米10,小米10Pro,手机,科技美学,开箱,体验,LPDDR5",「科技美学直播」小米10 Pro（5G）开箱上手体验 骁龙865 一亿像素四摄 | 全系双曲面屏、LPDDR5 |3999元起售,1802768
VirtualMOD,62831,5786,21584,88297173,53497,4,数码,8258,1075877,7498,"数码,科普,海康威视,DIY,固态硬盘,评测,科技,装机,硬件,电脑",【VMOD】一个企业和你谈民族的时候，他就要开始缺德了——海康威视C2000系列评测,636903
阿狸才不是受,34895,3136,30451,84283494,33211,3,数码,2369,1088095,2843,"荒野大镖客救赎2,数码,刺客信条奥德赛,教程,装机,显卡,科普,硬件,怪物猎人冰原,荒野大镖客2,帧数,显卡姬",30帧暴涨60帧，中端显卡运行3A大作优化指南！【超干货】,504860
木羽说科技,17210,1827,37509,85917285,28585,2,数码,1921,1211976,722,"数码,全能打卡挑战,推荐,APP,手机",6个我换手机舍不得删的小众 App——「木羽搞机」,608728
先看评测,90128,10684,41701,88840137,83936,1,数码,4189,1567932,9249,"数码,bilibili新星计划,评测,耳机,华为,无线耳机,索尼,先看,蓝牙耳机,OPPO,AirPods",十款真无线耳机横评，哪个值得买？,750348
小墨816,7776,5351,25613,85716082,20348,99,科技,4882,821937,8443,"罗翔,生活,法律,趣味科普人文,刑法,普法",《正义是什么？》—罗翔教授最精彩的一段授课,369238
小黑课堂计算机二级,13368,32251,62711,22915519,21096,98,科技,2170,828753,12457,"计算机二级,小黑课堂,计算机,公开课,二级,教育,等级考试,线上课堂",小黑课堂计算机二级真题讲解,2611932
奇闻观察室,37947,12711,11391,86932687,65987,97,科技,3071,829471,4361,"全能打卡挑战,推理,原创,悬疑,历史,日本,趣味科普人文,毒可乐,悬案,案件",一瓶可乐引发的血案，凶手利用可乐随机杀人，43年都未侦破的悬案，日本毒可乐随机杀人事件,794647
数据库kira,12114,7798,18013,76495725,55060,96,科技,2867,836119,4779,"趣闻,人文,纪实,疾病,非典,埃博拉病毒,黑死病,艾滋,鼠疫,坏血病,黄热病",人类到底于死神檫肩而过几次？那些差点灭绝人类的五大病毒。【数据说】,1863889
小狼TOWER,31315,6346,11654,87889668,62223,95,科技,2504,836216,2920,"技术宅,野生技术协会,抗击肺炎大作战,制作过程,口罩,049,肺炎,Vlog,瘟疫医生,小狼TOWER,scp",我终于有口罩了！,993050
YouTube口语精选,14297,1447,115650,77080438,30129,94,科技,544,840443,5195,"学习,英语,英语发音,教育,课程,英语学习,线上课堂",【纯正英式发音】这是BBC出品的到现在为止最棒的英语发音教程（完整版）,412822
王色龙,34957,4004,13566,86038902,34093,93,科技,1763,862956,8430,"科普,抗击肺炎大作战,健康,科学,武汉,数学模型,新型冠状病毒肺炎",简单算一算，我们离疫情结束还有多远？,799803
广东共青团,3548,865,6600,84803200,64578,92,科技,3039,867084,4586,"钟南山,新型冠状病毒肺炎,广东,粤语,香港,武汉",毒媒体挖坑追问疫情，钟南山用粤语回怼,2750980
徐某大侠,37774,28186,195797,37550078,40263,91,科技,2171,868604,11102,"技术宅,Adobe Premiere,PR,Premiere Pro,cc2019",【PR】Premiere Pro CC 2019全套入门教程,1797949
图灵的猫,20531,1378,28982,83895512,24803,90,科技,1295,879032,3160,"王者荣耀,电子竞技,学习,野生技术协会,学习方法,思维,学习心得,bilibili新星计划,考研,人工智能,大学,思维导图,强化学习",【思维论01】如何让自己像打王者荣耀一样发了疯的学习？,266001
IC实验室,24122,5865,10866,84888779,54407,89,科技,3639,880088,10443,"囧妈,趣味科普人文,影视,寒假Vlog-一起学习吧,春晚,消费,商业,唐人街探案3,徐峥",徐峥疯了！春节档集体撤档，字节跳动为何花6.3亿买《囧妈》？小破站会买下《姜子牙》吗？【暗中观察春节特别篇】IC实验室出品,1162168
一周进步,38032,795,114896,71951808,44735,88,科技,1013,880867,5746,"数码,苹果,科技,IPAD,APPLE,电脑,笔记,IPADPRO,ipad,学习心得",“爸妈，这就是我买iPad的理由！”｜真香预警！iPad学术指南,880499
一个凡老师,29634,6966,16383,84644507,62522,87,科技,4038,884168,9570,"科普,法律,健康,趣味科普人文,新型冠状病毒,武汉,新闻,维权,口罩,肺炎",口罩涨价？一键举报，制服无良商家！,660444
安徽共青团,42487,4831,33581,81907067,139640,86,科技,1328,896961,5480,人民陆军,上新了！人民陆军版野狼disco超硬核！,1733724
科技袁人,23064,6678,12541,87130677,62805,85,科技,4650,910305,8487,"抗击肺炎大作战,刘奇,躺倒大自然,蝙蝠,疫情",【躺倒大自然】我就是研究蝙蝠的，还被咬过很多次......,1154904
厉害财经,22888,4438,19781,87535070,34205,84,科技,1855,915905,18739,"人文,bilibili新星计划,财经,社会,中国,趣味科普人文,新冠肺炎,经济,疫情,互联网行业,经济政策",【厉害】新冠肺炎之下，普通人如何应对2020经济震荡？【金融故事05】,716388
硬核拆解,32234,2771,16678,83955084,86890,83,科技,1662,920804,2361,"技术宅,改造,粉丝牌,视频教程,改装,制作,自制,制造,拆解,经验分享,制作过程",改装B站10w粉丝奖牌，使其成为真正的小电视，用来即时显示粉丝数据,756351
一只萌新有毒QWQ,49918,5210,16312,87768523,77588,82,科技,4833,921966,3845,"抗击肺炎大作战,动物,保护动物,趣味科普人文,新型冠状病毒,肺炎",请停止对因为新型肺炎而对野生动物的残害，人类犯下的错误不应该让野生动物承担！,669802
若芖_教师资格吊销中,29543,6241,32480,85253844,30508,81,科技,1168,925212,2427,"VTuber,虚拟UP,vup,VUP",自制面部捕捉发布！比Facerig功能更多的面部捕捉解决方案（测试）,201664
史上最苟的人,43982,1159,187919,64448595,99652,80,科技,2288,927159,5665,"纸牌,花切,野生技术协会,花式纸牌,扑克,新人up",各种电影里的花式洗牌,1619398
侦探P,50336,7841,18380,86315313,58615,79,科技,2358,960029,9178,"抗击肺炎大作战,瘟疫公司,韩红基金会,历史频道,中国,趣味科普人文,瘟疫,鼠疫,黑死病,伍连德",100多年前的中国，是如何战胜鼠疫的？【侦探P】,740522
偶尔有点小迷糊,27673,2876,43719,81939192,212499,78,科技,3891,960336,4882,"全能打卡挑战,程序员,密码,unrar,程序猿,压缩文件,python,当你拥有xxx系列,winrar,当你放弃xxx系列",当普通人忘记文件密码 VS 当程序猿忘记文件密码,2732184
河呆_666,19952,851,30917,85446971,28738,77,科技,536,972920,7285,"旅游,摄影,自制,日本旅游,尼康,宾得,胶卷,镰仓",胶片旅拍｜镰仓（Pentax67ii & NikonF3）,334100
蓝点lilac,19073,521,30812,87872820,20228,76,科技,1177,977477,1812,"数码,京阿尼,轻音少女,中二病也要谈恋爱,凉宫春日,WINDOWS,桌宠,桌面精灵,美化,桌面美化,Free！",京阿尼官方出品！四款桌面精灵，windows主题包分享（已汉化）,347904
摄影师无言karl,4979,8549,19867,84057250,20588,75,科技,5111,990095,5894,"东京,日本,地震,墨西哥,地震瞬间",311日本特大地震瞬间影像公开！世界各国大地震映像，感受大地裂变の恐怖！,1214211
鹿尧River,59663,6463,14466,87143199,90145,74,科技,5000,996518,3519,"人文,抗击肺炎大作战,农村,自然,东北,自制,趣味科普人文,东北人,野生动物,野味",东北人不大吃野味的原因,815437
视光医生马老师,33455,2685,37692,83153225,87368,73,科技,4709,1001728,6457,"趣味科普人文,原创,科学,教育,视力,近视",别再傻傻的交智商税了！,1541678
十音Shiyin,31843,3981,27475,86204194,47778,72,科技,2539,1013966,5372,"宅家vlog挑战,学习,金融,投资,收入,经济,基金,赚钱,理财,财务自由,存钱",如何躺着赚钱？聊聊通往财务自由的基础概念！【小白理财入门指南】,492539
财才说,32011,7687,16193,84632686,84421,71,科技,1871,1024464,5242,"人文,钟南山,白衣天使,正能量,社会,趣味科普人文,非典",刷爆你屏幕的钟南山院士究竟是何许人也？,1201361
GPS好孩子,64900,503408,465267,4141274,99692,70,科技,10332,1063117,40314,"我在b站学日语,梦子老师,适合新人,日语教程,日语基础,日语入门,日语,五十音图",【日语入门初级】-五十音图-最好的梦子老师课程1-17全集,4849298
梦忆少年时丶,17234,35858,153950,54584169,35606,69,科技,2486,1066128,10584,"教学视频,PS学习,PS教程,PHOTOSHOP,学习,视频教程,线上课堂,课程,PS,PS基础教程",PS2019从入门到精通（从安装到卸载）全套,1504586
BLGX,87756,33215,644130,59846519,187197,68,科技,9116,1091314,31358,"心理学,公开课,心理,医学,学习,课程,视频教程,教学视频,教育,教学",变态心理学 北京大学,4251557
老蒋巨靠谱,57961,15000,21952,86012032,62536,67,科技,14099,1104095,2497,"扒粪运动,新闻专业主义,tom表哥,社区生态,新闻伦理,锤人,自媒体,槐安遗梦",Tom表哥爆火，锤人区崛起，对B站是福是祸？用什么姿势锤人才是正义的？,750626
央视新闻,36873,0,17253,84179589,103455,66,科技,0,1108047,12180,"中国,云南,星海",【独家视频】游客问习大大：彭麻麻呢？,1604106
奇葩强啊,491627,35042,235062,15845272,355123,65,科技,6455,1122608,47510,"神奇的连锁反应,毕达哥拉斯装置,牛人,大神,请收下我的膝盖,连锁反应,真`巨佬,达人,不明觉厉",连锁反应我居然看了十遍,5048794
肖恩看,83715,8874,19261,83914642,109481,64,科技,2787,1142384,946,"科普,bilibili新星计划,搞笑,原创,学习,美国,留学,外国人,英语,公开课",7个让人无法接受的美国文化【消费篇】| 中美文化 美国 英语 原创 公开课,815076
知途研习社,13991,4608,25000,85383263,88190,63,科技,15529,1147011,37445,"趣味科普人文,全能打卡挑战,繁殖,两性,科学,原创",【科普】卵子+卵子=ok？精子+精子=不OK？两个卵细胞都可以繁殖，兄弟，珍惜吧（知途研习社）,1398212
China_railway,30547,2840,24102,85501649,48917,61,科技,1171,1161229,11670,"bilibili新星计划,黑科技,头文字D,速度,漂移,赛车,机械,DEJAVU,飙车,beamng",藤原铁路集团,1061859
天JIANG,156215,35585,465148,5540953,125632,60,科技,6822,1167356,56399,"良心up,PR入门,极速上手,厉害了厉害了系列,视频制作,必备技能,对吧",[Pr教程]0基础急速上手视频制作！UP主必备！,5325125
我是江无情,47579,4838,16511,84430103,146318,59,科技,2165,1169110,2135,"科普,bilibili新星计划,科普纪录,都市传说,原创,奇闻,真相,恐怖,趣味科普人文,谣言,网红",【传闻揭秘】关于吃播网红KateYup被绑架事件最全面的解析，总共有六大疑点，逐个无情击破，是否真的有失踪少女被强迫硬吃赚钱？,1955217
二次元的中科院物理所,40824,25048,27812,88954094,69738,58,科技,4130,1172365,28463,"科普,学习,趣味科普人文,情人节不隔离爱,妈咪说,情人节,中科院,物理所,科学,物理",物理定律告诉你：表白可能巨亏，分手一定血赚！,946448
十五喵金融,165366,10962,87846,82865471,197281,57,科技,6185,1173888,9711,"科普,人文,纪实,历史,寒假Vlog-一起学习吧,趣味科普人文,东京,社会,原创,科普纪录",日本是怎么把经济玩死的（重磅爆料）,2037188
IT搬運工,42963,152015,374127,4050443,75254,56,科技,7396,1181283,34029,"小甲鱼,PYTHON,python3,FISHC,编程,程序猿,课程,IT",[小甲鱼]零基础入门学习Python,7127315
贝塔珐,36366,19236,455663,33803637,75380,55,科技,2231,1207097,19959,"技术宅,Pr教程,急速上手,野生技术协会,教学视频,视频制作,课程,PR教程,制作",Pr教程全57集,2877396
翼飞书画,57292,4740,23247,84727092,98232,54,科技,2342,1227237,9171,"绘画,书法,全能打卡挑战,教育,趣味科普人文,练字,武汉,手绘,病毒,肺炎,冠状病毒",全新视角模拟武汉新型肺炎！ 理科生带你看世界！,1068134
智能路障,225146,18397,122445,80977473,182403,53,科技,4776,1234856,26560,"行为经济学,经济学,趣味科普人文,心理学,消费主义",商家是怎样给我们洗脑的？怪异的行为经济学。【围炉夜话01】,1338582
橘子皮不是陈皮,26432,356,81987,82166095,30083,52,科技,1276,1252839,1213,"野生技术协会,全能打卡挑战,高清,素材,剪辑,混剪,电影,预告片,教程,资源",【找资源】做视频混剪时在哪里找高清素材,292993
尽整没用的,281856,199960,812406,52012946,610818,51,科技,27474,1269871,143525,"科普,人文,尽整没用的,宇宙,双语字幕,三体,生命,自然,文化,高清,科学",世上有几人能活到这短片结束？,11237195
doyoudo,136906,34116,667500,4548006,113988,50,科技,4980,1301426,55130,"技术宅,是Alt不是out,女王大人,小白小白,PS教程,对对对,PS,ps",【Photoshop 教程】史上最容易听懂的PS入门基础教程（更新完毕：多的是你不知道的事）,6005803
葉子先生酱,179710,1519380,562960,3060477,117645,49,科技,23912,1308167,50677,"叶子老师,叶子先生,日语,葉子先生,日语学习,新标日,初级日语,日本,日语入门,日语教程",【日语课程】标日初级精讲BY萌萌哒葉子先生（叶子老师完整课程及后续中高级课程请看详情介绍）,8218461
小丸子咕咕_,19071,1244,49062,86655267,23185,48,科技,1641,1312712,1149,"数码,技术宅,装机,软件,科技,黑科技,野生技术协会",电脑必装软件清单！六款软件，一个都不能少,311295
数学微课帮,60469,57675,158258,39031994,67067,47,科技,4860,1314290,32594,"高中数学总复习,学习,高考数学,高考数学一轮复习,线上课堂,高三数学,高中数学,高二数学,视频教程,高一数学",高中数学-高一-高二-高三【高考数学专题复习】-【高考数学一轮复习】-【基础篇+提高篇】-【高中数学必修专题复习】-【高中数学选修专题复习】-高一数学-高二数学,2346183
极客匠,62535,13212,25186,84352821,107185,46,科技,3394,1320870,6420,"手办模玩,技术宅,手工,模型,反恐精英,CSOL,改装,玩具,DIY,枪械,cs,极客匠","小学门口超市买把枪，然后""修""成小学生买不起的样子",1432283
丁香医生,27008,3045,29486,84305925,98504,45,科技,6250,1343762,52940,"科普,健康,日常,生活",面对病毒性肺炎怎么办？保护自己，需要提前做好这几点！,2000248
早早教你韩语,4100,5143,52069,83967448,18703,44,科技,767,1350325,5382,"韩语入门,语言,韩语学习,韩国,韩语基础必学,韩语发音,韩语,TOPIK,韩语自学,topik",【韩国小孩子都是这样学韩语的】哈哈太有趣了吧！！（部分元辅音~会持续更新！记得收藏）,375918
齐天大肾余潇洒,83247,4807,35809,83911287,81600,43,科技,5143,1362597,5817,"医患关系,齐天大肾余潇洒,赤脚医生,潇洒一辣,余潇洒",医生之子万字肺腑之言，请把信任还给中国医患（一）【潇洒一辣】,596750
水滴的瞬间,22897,554,58461,87631035,22788,42,科技,726,1387751,2042,"bilibili新星计划,托福,英语,雅思,单词,初中,四六级,GRE,高中,专四专八",【B站最全单词合集】初中、高中、四级、六级、考研、专四、专八、GRE、托福、雅思的单词视频做完了,180651
苏嘉杭的猫,15568,728,49335,86494436,41558,41,科技,632,1398969,4226,"演讲,励志,自信",每个自信心不足的人都该看看这个！,463598
Yond東玖,26261,181,41190,85279056,36045,40,科技,2865,1425099,17738,"抗击肺炎大作战,原创,健康,趣味科普人文,呼吸防护,安全,预防,武汉,口罩,防毒面具",【干货】武汉肺炎买不到口罩，防毒面具可以吗？防毒面具个人指南,1003808
蹬腿就会飞,44386,16133,416846,71497388,92600,39,科技,2129,1464980,11592,"人文,英语听力,生肉,英语学习,英语口语,考试,文化,教育,双语解说,外教课",【150集完】这可能是B站最卧槽的英语学习视频！！双语解说 英语口语 外教课 地道口语表达 幽默风趣,2070619
90后科技说,44242,2443,37775,84931918,66848,38,科技,3076,1520150,32117,"趣闻,科普向,冷知识,野生技术协会,学习,教育,趣味科普人文,雾霾,口罩,常识",【九零科普】只戴N95? 必看的全面口罩选购&佩戴技巧,1461210
李永乐老师官方,80025,21310,33844,85537015,94337,37,科技,4494,1535869,67484,"冠状病毒,新型冠状病毒,武汉新型肺炎,病毒,MERS,肺炎,免疫,SARS,细胞因子风暴,武汉",“冠状病毒”是什么？武汉新型肺炎病毒是如何使人生病的？,1445349
-阿健-,47707,1694,51994,86014376,61405,36,科技,1459,1544127,5690,"心理学,认知偏差,趣味科普人文,阿健",13 种认知偏差，揭示人类思维自带的缺陷,503530
阿Test正经比比,54218,14513,43703,83759781,85381,35,科技,3475,1551771,15805,"科普,bilibili新星计划,敬汉卿,李子柒,敖厂长,时尚,趣味科普人文,网红,MCN,李佳琦",【网红经济的资本套路】你看到的网红UP主可能只是资本的工具人,1203947
非氪金玩家,75557,27452,24794,86308442,212871,34,科技,3431,1636328,3279,"武汉加油,医生,全能打卡挑战,油管,外国人,美国,老外,Youtube,评论,外国网友",油管网友：中国人都是天使吗？！,3762652
亮生活-Brighside,19705,566,59966,84456222,31909,33,科技,529,1679404,1851,"全能打卡挑战,健康,健身,减肥,减脂,趣味科普人文,肌肉,训练,锻炼,增肌",11个大多数健身者都做错的训练动作,522173
人民网,84571,0,23177,84316014,319641,32,科技,0,1707709,11016,"解放军,云南",“这是个硬菜！”习近平察看部队伙食情况。,4390528
李小白有点黑,12205,4631,41766,84291648,147250,31,科技,12976,1723383,57442,"电子竞技,英雄联盟,教育,学习,公开课,LOL,学校,演讲,吃鸡,老师,班主任",浙江教育厅长灵魂拷问台下教师，吃鸡，英雄联盟，你们玩过吗？,3911174
芳斯塔芙,85928,8298,41072,85751585,116820,30,科技,4726,1730131,23218,"科学,寒假Vlog-一起学习吧,演化,LUCA,分子生物学,病毒,疫情,鬼谷闲谈",【鬼谷闲谈】病毒：生于三界之外 不灭六道之中,1610545
8KRAW_OFFICIAL,83492,35148,38834,86296348,130670,29,科技,5114,1732210,25806,"抗击肺炎大作战,延时摄影,航拍,原创,火神山医院,建设,记录,武汉,8KRAW",交付了！火神山医院施工超清延时全纪录,1938981
俗尘万世陈默,62065,5217,234086,76747688,170663,28,科技,4825,1765283,25525,"教育,YOUTUBE,英语,演讲,TED,公开课",油管300000万的播放量！！！做人一定要坚持,3070332
毕导THU,118418,18562,44199,85508117,143533,27,科技,4638,1863160,50759,"抗击肺炎大作战,趣味科普人文,数学模型,新型冠状病毒肺炎,毕导,健康,科普向,科学,武汉",简单算算，你宅在家里究竟能为抗击肺炎疫情做出多大贡献？,1627646
TECHO_Media,30704,3791,64211,87409493,74600,26,科技,1873,1913867,21420,"全能打卡挑战,书法,字体,野生技术协会,手写,教程,练字,经验分享,打印,寒假",【学生禁入】抄 作 业 技 巧,859482
啊吗粽,205815,12892,44299,86501084,195377,25,科技,2975,1928270,2540,"拿姐,抗击肺炎大作战,一之濑,啊吗粽,武汉加油,抗击肺炎 从我做起,防护服,东京,VLOG,JAPAN",只能带回来100件 也算没白去！,1098916
大气爱智慧,121047,8767,179668,75512148,119829,24,科技,4969,1929706,21752,"心理学,拖延症,时间,自律,意志力,手机上瘾,习惯,自控力,戒烟,网瘾",懂这个道理，保证让你快速自律起来！拯救拖延症，更好的戒掉不良习惯,1459157
中国长安网,92652,14215,43050,85368928,263059,23,科技,6028,1965094,13600,"暖心,民警,肺炎,武汉,疫情,公安,安徽,口罩,泪目",小伙丢下500口罩就跑，警方喊话：你“逃跑”的样子真帅！,2871155
缸缸在干嘛,78619,100700,54537,88267798,162026,22,科技,5831,1967861,6936,"趣闻,冷知识,全能打卡挑战,声音,唱歌,原创,科学,趣味科普人文,语音",为什么你语音中的声音会这么“难听”？【戏精学.1】,1709225
-古人云-,145370,7581,61604,84688393,114004,21,科技,3374,2023358,15421,"科普,原创动画,趣味科普人文,沙雕,鬼畜,秦始皇,皇帝,秦皇汉武唐宗宋祖,唐国强老师,新年",【原创鬼畜动画】秦皇汉武唐宗宋祖贺岁篇，大型连续翻车现场，高萌预警！,592931
观视频工作室,122805,26059,45983,87356962,173303,20,科技,14518,2066935,40103,"趣闻,李文亮,马前卒,督工,睡前消息,辟谣,疫情",【睡前消息74】李文亮医生去世，我们最愤怒的事是什么？,2657182
无趣的二姐,108436,11060,55632,85915551,135708,19,科技,6875,2084304,19276,"趣闻,bilibili新星计划,金融,理财,白条,涨知识,支付宝,利率,基金,花呗,京东白条",花呗白条真实利率惊人！,1655084
吖吖额,85660,10014,55443,85907710,312363,18,科技,7458,2256512,33710,"韩红,韩红爱心慈善基金会,慈善,新型肺炎",韩红说，做慈善这么多年来最大的教训，就是不要在把钱给某某基金会。霸气!,3500638
阿凯阿凯12138,219977,10590,95143,83088396,313553,17,科技,6514,2294801,26168,"科普,自拍,新人,大学生,自制",前置摄像头里的你和镜子里的你到底哪个才是真的你？！,2326211
芝士见长,80855,745,181524,82994799,89600,16,科技,1305,2352420,3328,"数码,全能打卡挑战,黑科技,科技,浏览器,电脑,分享,免费,网站,白嫖",10 款 白 嫖 网 站,1353389
幻想浅绿,224990,8995,70588,86222820,179692,15,科技,7642,2446441,10341,"人文,维权,史图馆,原创,联合创作,自制,历史,历史地图,B站,UP",【史图馆】是谁在逼死原创UP主？！,1057276
思维实验室,183174,12114,65855,86052908,169230,14,科技,5619,2452506,46172,"人文,武汉加油,传染病,生物学,社会,武汉肺炎,病毒,疫情,人体免疫,科学","新型冠状病毒有多狡猾？疫情当头,肺炎之下,病毒与人类的军备竞赛,谁能活到最后？武汉加油!",1622089
十五的月亮廿九圆,112839,3757,74540,86535997,215102,13,科技,4155,2567103,31808,"创意,音乐,冰块,科技,野生技术协会,冬天,鬼畜",冰块奏鸣曲,2059643
才疏学浅的才浅,1862062,115586,632977,80582841,1344716,12,科技,16824,2752924,121311,"刺客伍六七,魔刀千刃,模型,制作,自制,DIY",【才浅手工】魔刀千刃制作 究竟什么叫还原？看完你就明白了,7636500
共青团中央,222017,34800,67618,85542896,419380,11,科技,24466,2881004,37327,"趣闻,抗击肺炎大作战,疫情辟谣,辟谣",【凉风辟谣】开局一张图，内容全靠编！别再信谣传谣啦！,3357729
锦城大同教育,38091,56521,119037,74947403,76782,10,科技,6132,2929463,53541,"生物,高中生物,学习,高考,高中,线上课堂,课程,考试,公开课,我的学习日记",高中生物必修一（人教版）视频合集,1582975
学习使我快乐到无与伦比,22191,3896,128729,85169621,39959,9,科技,1758,3052768,7525,"英语,公开课,哲学,学习,耶鲁大学",【公开课】耶鲁大学：哲学-死亡,536295
兔叭咯,206058,18850,75634,84513261,329945,8,科技,6474,3083013,73965,"科普,新型冠状病毒,武汉,学习,寒假Vlog-一起学习吧,生活,时尚,科技,健康,趣味科普人文",医学博士：武汉新型冠状病毒可不可怕？ 和SARS有什么区别？ 如何有效预防？,4102663
塔塔TT_,38172,2909,324493,79633193,71159,7,科技,1223,3247182,8559,"英语,学习,口语,听力,IELTS",【精听挑战】3个月内将听力提升n个level（合集）,1085948
龙女之声,346590,12348,98732,85339275,318819,6,科技,9096,3562361,36525,"抗击肺炎大作战,瘟疫,加油武汉,野味,冠状病毒,寄生虫,动物,非典,武汉,龙女之声",【野味】人类贪欲打开的瘟疫之门,2134650
硬核的半佛仙人,318457,27191,115060,84792132,367556,5,科技,12009,4133590,79625,"科普,人文,趣味科普人文,原创,日常,生活,互联网,科学",【半佛】冠状病毒来源已确凿！别再乱吃野生动物了。,3972587
小毒MomentD,439709,19139,127243,88065796,505874,4,科技,27317,4589208,81044,"武汉软件工程职业学院,武汉软件,武汉",武汉软件损害学生财产？请别用疫情“绑架”学生。,3543231
巫师财经,379710,49471,142198,88061096,361309,3,科技,17868,4677437,162300,"旅游,经济,疫情,消费,病毒,非典,服装,酒店,流感,sars",【巫师】疫情对经济的影响：专题报告【巫师经济学03】,3275805
-LKs-,142712,15737,196867,88646573,134135,2,科技,2781,4864321,13065,"学习,科技,网站,经验分享,网页,网络,互联网",【年更】良心到难以置信的网站推荐第5期丨超长注意,1120332
回形针PaperClip,736850,23771,257955,86216616,588074,1,科技,15131,8055490,371926,"人文,科普,纪实,冠状病毒,中国,科普纪录,武汉肺炎,趣味科普人文,传染病,社会,科学",【回形针PaperClip】关于新冠肺炎的一切,4505416
怎么改昵称咧,37758,35384,134105,10066920,120423,99,游戏,2523,969480,56474,"桌游棋牌,英雄联盟,电子竞技,五五开,教学,搞笑,实况,第一视角,攻略,LOL,直播录像",开哥这局斗地主快笑死我了哈哈哈哈哈哈哈哈哈哈哈哈,9029388
黑镖客梦回,32121,15284,17533,87829605,108571,98,游戏,4800,970155,2833,"沙雕之主,沙雕实况,小游戏,吐槽,黑镖客,实况,搞笑,娱乐",世界上最憨憨的游戏,1243881
up主是超超,38372,5502,19105,87176498,63958,97,游戏,2157,984686,2795,"我的世界,bilibili新星计划,MINECRAFT,沙盒游戏,MC,我的世界生存",从中学玩到大学毕业的《我的世界》存档,764608
鹅卵石惊险又刺激,50593,2117,26735,83841007,35621,96,游戏,1428,987901,6717,"单机游戏,怪物猎人世界,冰原,MHW,MHWI",【鹅卵石】全武器配装推荐 从开荒到毕业【MHWI】（主要中期到毕业主流配装）,840662
涛弟啊,37998,11173,53767,71197932,133522,95,游戏,3977,995784,34955,"绝地求生,第一视角,网络游戏,搞笑,直播录像,绝地求生大逃杀",两年前我被追8分钟的吃鸡视频火了！热度过了，我终于可以自己发了！,3057840
阿狸波波233,24520,18455,31222,84602042,32809,94,游戏,3649,1000224,7862,"王者荣耀,电子竞技,GMV,手机游戏,信白,全能打卡挑战,CG,爱情公寓,王者荣耀创意大赛,王者荣耀春节创作大赛,燃向",37分钟带你看完王者所有CP!!!!,351302
南云鸟羽,42855,2417,25428,84981173,36791,93,游戏,1292,1004047,18394,"单机游戏,新春星游戏,怪物猎人,搞笑,怪物猎人冰原,解说全覆盖,沙雕,虫炮流,逃课",【鸟羽】冰原顶级逃课打法·吸血虫炮流【解说全覆盖SP01】,513641
GoldenEggs,9900,2477,28958,86619045,44797,92,游戏,965,1019970,2434,"独立游戏,单机游戏,实况攻略,自制,创意,实况解说,生活,搞笑,物理,像素,金蛋,单机联机",一款被生物、化学、物理老师拉黑的游戏,571767
一只帅仆桑呐,72979,12558,21423,88359468,75437,91,游戏,3121,1026138,1610,"手机游戏,仆桑网骗,伪音,小姐姐,和平精英,陪玩",伪声网骗小姐姐，然后自己把自己骂哭了，哈哈哈哈哈【仆桑网骗】,547195
杜昊十陵,27034,1277,33975,82781178,32697,90,游戏,1373,1029263,4303,"电子竞技,王者荣耀,孙悟空,猴子,游戏视频,身法猴,身法教学",孙悟空九种身法速学，萌新也能秒变大神！,493064
天才少年阿Mui,12204,3686,21344,84748958,65393,89,游戏,1506,1032547,20930,"王者荣耀,电子竞技,手机游戏,游戏练级挑战,娱乐,游戏视频,手游,东皇太一",永   动   机,1070586
Six君,134008,9280,23464,83652246,169181,88,游戏,9101,1033965,3716,"游戏资讯,电子竞技,英雄联盟,bilibili新星计划,LOL,微博之夜,Uzi,网络游戏,娱乐,游戏杂谈,微博",直男是微博的二等公民，微博之夜4.8亿Uzi选票全白投了？,1527776
猴子爱吃芋头,75945,5826,19364,84501590,83201,87,游戏,1310,1034812,3319,"bilibili新星计划,植物大战僵尸,娱乐,僵尸,单机游戏,植物大战僵尸β版,植物大战僵尸Beta版,狂锤,捶僵尸",β版捶僵尸 满屏墓碑 无车通关,677355
EdmundDZhang,40196,11063,15923,85852078,55018,86,游戏,3830,1035835,8100,"求生之路,老E",【老E】土 味 尸 潮,1152650
